,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,distance_from_a_city,distance_from_airport
22,2014-07-03,285000.0,5,2.5,2270,6300,2.0,0.0,0.0,3,8,98092,25,25,False,31.62450846264059,16.386274154549607
24,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0.0,0.0,4,8,98030,35,35,False,26.36670798302442,12.44916930732082
25,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0.0,0.0,5,6,98002,79,79,False,33.98232784170204,16.654010365999223
26,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0.0,0.0,3,8,98119,105,105,True,3.87460001639942,22.112818918268825
27,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0.0,0.0,5,8,98112,111,111,False,2.228172584173658,19.8634258085214
28,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0.0,0.0,3,7,98115,72,72,True,9.944014947558003,27.94340552049455
29,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0.0,0.0,3,8,98052,15,15,False,12.730463727960649,32.641986989506314
30,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0.0,0.0,3,8,98027,17,17,False,12.598041232934596,20.3795460070423
31,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0.0,0.0,3,7,98133,15,15,False,13.36712394862906,31.814865710139713
32,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0.0,0.0,4,7,98117,91,91,True,8.613353145128853,26.993892821677452
33,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0.0,0.0,4,8,98117,91,91,False,9.470312701018145,27.814024374131673
34,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0.0,0.0,3,7,98058,39,39,True,20.574007260424427,11.017038204842349
35,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0.0,0.0,3,8,98115,90,18,True,8.51078732692091,26.583374052865764
36,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0.0,0.0,1,5,98052,87,87,True,7.712323782175705,27.41821021442382
37,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0.0,0.0,4,8,98107,116,116,False,7.196679074442242,25.590228138066465
38,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0.0,0.0,2,7,98001,51,51,True,30.699491695267447,12.25179961716182
39,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0.0,0.0,3,8,98056,24,24,False,9.054585941716402,13.265584617473273
41,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0.0,0.0,3,8,98166,36,36,True,18.136585942123922,3.411417268737904
42,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0.0,0.0,3,9,98053,6,6,False,16.1102666594405,34.31530032344611
43,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0.0,0.0,3,7,98119,98,98,False,4.283243454444544,22.46751085391473
44,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0.0,0.0,4,6,98058,61,61,True,18.091580755014828,9.534606291831961
45,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0.0,0.0,3,8,98019,17,17,False,22.395515719959224,41.33925396300889
46,2015-03-25,210490.0,3,1.0,990,8528,1.0,0.0,0.0,3,6,98023,54,54,False,33.602586388275355,16.08790966765997
47,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0.0,0.0,4,9,98007,39,39,False,3.853948194299965,22.57566219235746
48,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0.0,0.0,4,7,98115,67,67,False,8.356283332174621,26.231574082431386
49,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1.0,2.0,5,9,98070,67,67,True,24.27085770113255,12.053354532608152
50,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0.0,0.0,3,7,98148,65,65,False,20.272539544477805,2.4953416656547214
51,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0.0,0.0,4,8,98056,54,54,True,13.028656802886374,10.115015837426132
52,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0.0,0.0,4,7,98117,70,70,True,8.87636710607042,27.07822192432311
53,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0.0,0.0,3,7,98117,39,39,True,10.412515896259002,28.821883434633058
54,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0.0,0.0,3,8,98105,93,93,True,6.797682195301777,23.781743970067282
56,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0.0,0.0,3,7,98042,12,12,False,27.893188207379822,16.51936212656372
57,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0.0,0.0,3,8,98042,17,17,False,27.759159795958066,16.00834016080923
58,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0.0,4.0,4,8,98008,52,52,False,6.814940903868001,21.25657997572046
59,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0.0,0.0,3,8,98059,29,29,False,12.239807250811449,13.397407250910252
61,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0.0,0.0,3,7,98148,66,66,False,19.048293198565148,2.6221153589091917
63,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0.0,0.0,3,8,98115,6,6,False,7.694878238043237,25.923550522217358
64,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0.0,0.0,3,7,98122,41,41,True,2.8826348371539847,18.644959976341042
65,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0.0,0.0,5,7,98144,95,95,True,4.3772200056270645,14.575562392690744
67,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0.0,0.0,3,7,98001,15,15,False,30.584274605195837,12.221897124630956
68,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0.0,0.0,4,7,98042,52,52,False,28.41777272313569,17.02113771636769
69,2014-06-12,1330000.0,5,2.25,3200,20158,1.0,0.0,0.0,3,8,98004,55,55,True,2.4601207207105227,21.74757147374884
70,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0.0,0.0,4,11,98005,47,47,True,5.584686123151419,25.53560275204249
71,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0.0,0.0,4,7,98034,48,48,False,14.075744650541553,33.795513654552785
72,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0.0,0.0,5,7,98125,104,104,True,12.615019087351987,30.38525720602911
73,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0.0,0.0,3,8,98038,15,15,False,30.366494012306276,21.995688213932166
74,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0.0,0.0,5,7,98042,55,55,True,30.365980146510342,20.03446810189937
75,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0.0,0.0,4,10,98075,34,34,True,16.31558151646593,28.19888041301456
76,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0.0,0.0,3,7,98008,64,64,True,5.722582021914005,22.165135008523563
77,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0.0,0.0,3,7,98116,79,79,False,6.6184075932062925,15.034482053017845
78,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0.0,0.0,4,7,98133,64,64,True,11.039207814125984,29.450292538727698
79,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0.0,0.0,3,10,98010,18,18,False,32.612055425217285,23.67483279883984
80,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0.0,0.0,3,8,98038,17,17,False,32.231978378048375,24.356799065677794
81,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0.0,0.0,3,7,98038,28,28,False,31.71816858944779,22.910864090750326
82,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0.0,0.0,3,7,98118,72,72,True,7.505391858278857,11.568502337747026
83,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0.0,0.0,3,8,98059,56,56,False,14.879776809397175,12.204744334291005
84,2014-06-02,315000.0,3,1.0,960,6634,1.0,0.0,0.0,3,6,98125,68,68,False,13.28989833926228,31.43839966177451
85,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0.0,0.0,3,9,98119,95,95,True,3.6250834357748456,21.658579666178326
86,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0.0,0.0,5,7,98092,59,59,False,35.51286928554263,18.964021944249392
88,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0.0,0.0,4,7,98056,41,41,False,10.277713813105569,11.568445191507525
89,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0.0,0.0,3,7,98136,14,14,True,8.557753174174405,12.430737011097133
90,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0.0,0.0,3,7,98023,32,32,False,35.480698118364295,17.897137806020282
91,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,0.0,0.0,4,10,98199,19,19,False,6.315056232142668,23.96489394256012
92,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0.0,0.0,3,7,98023,58,58,False,31.805476159290585,14.007745460906124
93,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,98117,81,81,True,9.56690531214922,27.783160856123104
94,2014-12-23,700000.0,3,1.5,1580,5000,1.0,0.0,0.0,3,8,98117,81,81,True,9.56690531214922,27.783160856123104
95,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0.0,0.0,3,7,98040,74,29,True,4.437250394626257,16.456316481029287
96,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0.0,0.0,3,7,98032,53,53,False,28.16795406721904,9.729193071082651
97,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0.0,0.0,4,7,98023,45,45,False,33.98068196191853,16.578769974639012
98,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0.0,0.0,5,7,98038,40,40,True,28.69092067020577,26.089390442646643
99,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0.0,2.0,3,9,98045,28,28,False,39.120573443408254,44.37496861971046
100,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0.0,0.0,5,9,98102,110,110,True,4.016104639994538,22.020413303465208
101,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0.0,0.0,4,7,98117,91,91,True,8.199414778013242,26.527862993852725
102,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0.0,0.0,4,8,98077,37,37,False,20.210304224689935,40.21106056816896
103,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,0.0,0.0,3,8,98004,70,10,False,3.239192590489852,17.250078724169235
104,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0.0,0.0,3,7,98058,66,66,False,19.25180057188234,8.8687406213009
106,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0.0,0.0,4,7,98117,81,81,True,9.480349349454947,27.771096291536637
107,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0.0,0.0,4,8,98198,35,35,False,25.21289727369404,7.084208167936269
108,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0.0,0.0,4,10,98077,29,29,False,16.02353287563207,35.87714191440384
109,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0.0,0.0,4,7,98052,78,78,False,7.697888831454308,26.338916598820802
110,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0.0,0.0,3,8,98027,36,36,False,13.645139792106473,21.452034452376594
111,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0.0,0.0,5,6,98103,115,115,True,8.319859932030766,26.767992485958228
112,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0.0,0.0,4,7,98038,40,40,False,30.35977368222949,22.264994276063256
113,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0.0,2.0,3,7,98108,49,49,True,7.378022868999349,11.551612199032421
114,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0.0,0.0,3,9,98001,19,19,True,32.69436743628372,14.391509357623653
115,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0.0,0.0,3,8,98117,120,120,False,10.30820940987615,28.721290520396533
116,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0.0,0.0,3,8,98103,10,10,False,8.31359977816813,26.75953921085891
117,2014-06-23,205425.0,2,1.0,880,6780,1.0,0.0,0.0,4,6,98178,75,75,False,12.672867882586706,7.54100151706957
119,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0.0,0.0,4,7,98144,95,95,False,3.8689768614607294,15.95170264258443
120,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0.0,2.0,3,8,98177,56,56,True,18.702588233964683,37.130007495553215
121,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0.0,0.0,3,7,98034,33,33,False,13.295405793127284,32.20212026493096
122,2015-04-06,395000.0,2,1.0,770,6000,1.0,0.0,0.0,3,6,98117,67,67,False,10.436558294102126,28.86823263833172
124,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0.0,0.0,3,9,98052,30,30,False,11.695223583062296,31.327551577285618
125,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,0.0,0.0,3,8,98004,106,28,True,0.9437882145770377,20.111399233765816
127,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0.0,0.0,3,8,98023,42,42,True,33.05221084250849,15.967590500507006
128,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0.0,0.0,5,7,98103,94,94,True,7.692347542213768,26.138849449794048
129,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0.0,0.0,3,7,98065,16,16,False,27.69992051210298,35.30874349845494
130,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0.0,0.0,4,7,98092,34,34,False,37.32638319831044,21.75203797364398
131,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0.0,0.0,3,8,98027,34,34,True,13.87070828615717,21.155458850251428
132,2014-06-12,784000.0,3,3.5,3950,111078,1.5,0.0,0.0,3,9,98052,31,31,True,13.617403964384069,33.011357846387575
133,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0.0,0.0,3,8,98029,6,6,True,16.532610779312954,25.772192119784325
134,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0.0,0.0,3,9,98107,15,15,False,8.004056218980143,26.209467580653637
135,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0.0,0.0,4,7,98003,64,64,False,31.50973778630939,13.10257007272048
136,2014-08-05,220000.0,4,1.75,2020,7840,1.0,0.0,0.0,3,7,98003,52,52,True,30.913825781351857,12.519397998972444
137,2014-05-29,452000.0,4,2.25,2590,10002,1.0,0.0,0.0,4,8,98028,52,52,True,18.280945399431136,36.253576679023524
138,2014-07-07,382500.0,2,1.0,1190,4440,1.0,0.0,0.0,3,6,98125,39,39,False,12.264079552920899,30.01878840514367
139,2014-05-07,519950.0,3,2.25,1170,1249,3.0,0.0,0.0,3,8,98107,6,6,False,7.915387957080081,26.09653870870396
140,2014-06-27,665000.0,2,1.0,1110,3200,1.0,0.0,0.0,3,7,98119,95,95,False,3.3371361674003466,21.560353681233767
141,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0.0,0.0,4,8,98006,52,52,True,7.0077231557236574,19.22461252346648
142,2015-05-08,205000.0,3,1.0,1610,8579,1.0,0.0,0.0,4,7,98058,58,58,True,17.266094139777415,9.920344532387576
143,2015-04-15,420000.0,3,1.0,1060,8097,1.0,0.0,0.0,4,7,98133,97,97,True,11.881508790064206,30.32508707686583
144,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0.0,0.0,4,8,98006,59,59,True,7.05441956546063,15.18208746115291
145,2014-12-03,921500.0,4,2.5,3670,315374,2.0,0.0,0.0,4,9,98077,26,26,False,19.623385850519238,39.08288213667123
146,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0.0,0.0,3,8,98109,115,115,True,3.32359669085996,21.664901933409773
147,2014-08-06,430000.0,2,2.5,2420,60984,2.0,0.0,0.0,3,7,98027,13,13,False,21.46529926628847,28.457102198359056
148,2014-10-30,258000.0,5,2.0,2260,12500,1.0,0.0,0.0,4,8,98032,60,60,True,24.649145076695696,6.207467118467313
149,2014-11-04,511000.0,3,1.0,1430,3455,1.0,0.0,0.0,3,7,98103,73,73,True,8.810997561728234,27.209302983346728
150,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0.0,0.0,3,8,98103,30,30,False,8.527005976904645,26.974380318419577
151,2015-04-09,560000.0,3,1.0,1110,5000,1.5,0.0,0.0,3,7,98107,73,73,False,5.5180448294153495,23.888198684309334
154,2014-05-16,350000.0,1,1.0,700,5100,1.0,0.0,0.0,3,7,98115,78,78,False,8.316238628393817,26.165148211764077
155,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0.0,0.0,4,7,98058,53,53,False,18.1500715723062,9.455988310475712
156,2014-11-20,650000.0,5,3.5,3960,25245,2.0,0.0,0.0,3,9,98056,24,24,True,9.728213034002463,13.294420884185419
157,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0.0,0.0,3,8,98023,53,53,True,32.82635411245294,15.314042761918035
158,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0.0,0.0,3,7,98022,104,7,False,47.22643235308642,34.80970749499332
159,2014-10-03,320000.0,4,1.75,1760,11180,1.0,0.0,0.0,4,8,98059,52,52,False,16.632433317243127,14.144675568757947
160,2014-05-07,255000.0,5,2.25,2060,8632,1.0,0.0,0.0,3,7,98146,58,58,True,13.36980164526567,5.508947293912545
161,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0.0,0.0,3,7,98034,58,58,False,11.873400067884926,31.47100316633889
162,2015-03-04,900000.0,3,2.5,3400,16603,2.0,0.0,0.0,3,10,98075,20,20,False,13.351142085818445,27.280253344575407
163,2014-06-20,441000.0,3,2.75,1910,7280,1.0,0.0,0.0,3,7,98034,41,41,True,13.616466048208613,32.567707312558
164,2014-08-12,420000.0,3,2.0,2020,38332,1.0,0.0,0.0,4,7,98027,45,45,True,21.533042190478035,21.00311485039475
165,2014-12-08,370000.0,3,1.75,1580,7000,1.0,0.0,0.0,3,7,98034,44,44,True,12.522853215234274,32.408451488420354
166,2015-02-19,269950.0,2,1.75,1340,7250,1.0,0.0,0.0,5,5,98198,71,71,True,22.234920085137873,4.3854957290477365
167,2015-03-24,807100.0,4,2.5,2680,4499,2.0,0.0,0.0,3,9,98006,21,21,False,7.589362095100603,18.921618153162512
168,2014-06-05,653000.0,3,2.5,2680,9750,1.0,0.0,0.0,4,8,98034,41,41,True,10.518227329011633,29.29259750614656
170,2015-03-16,284000.0,3,1.75,1560,21000,1.0,0.0,0.0,3,7,98166,66,66,False,14.492811702860212,4.622852874544211
171,2015-01-02,272000.0,3,1.75,2160,7140,1.0,0.0,0.0,4,7,98023,42,42,True,34.06425220088647,16.581817461427732
173,2015-01-16,917500.0,4,2.5,3880,35003,2.0,0.0,0.0,3,10,98033,36,36,True,4.3768994182198115,24.397630361764232
174,2014-09-29,673000.0,4,2.25,2590,8190,2.0,0.0,0.0,4,8,98006,40,40,False,7.822611228338661,18.677737663980086
175,2015-02-10,425000.0,3,2.5,1120,1100,2.0,0.0,0.0,3,8,98122,12,12,True,1.9072667117152775,18.57444234882153
176,2014-07-09,399950.0,5,2.75,1970,5400,1.0,0.0,0.0,3,7,98144,34,34,True,3.1146806483269067,15.926229280562822
177,2014-05-30,385000.0,3,1.0,1220,4800,1.0,0.0,0.0,3,6,98122,119,119,False,2.1229480464415382,18.512670680942907
178,2014-11-17,269950.0,3,1.5,1950,7560,1.0,0.0,2.0,4,7,98022,45,45,True,48.31289519411414,35.59202772145876
180,2014-07-25,260000.0,3,2.5,1670,5797,2.0,0.0,0.0,3,7,98030,32,32,False,28.92481947838729,13.857915506304176
181,2015-04-14,470000.0,4,3.0,2380,5125,1.5,0.0,0.0,4,7,98126,95,95,True,8.31944632499927,11.927510027758744
183,2014-07-23,163500.0,2,1.5,1050,3419,2.0,0.0,0.0,3,7,98038,24,24,False,27.85162749564536,20.80221248307613
184,2014-09-05,835000.0,4,2.75,3130,13412,2.0,0.0,0.0,3,9,98052,27,27,True,12.33692523471666,32.12172162025208
185,2014-11-21,1100000.0,5,3.0,4090,12850,1.0,0.0,2.0,4,10,98033,34,34,True,5.891254307406956,25.80227023363476
186,2015-04-15,269000.0,4,1.75,1490,10000,1.0,0.0,0.0,4,8,98023,51,51,True,33.29113689131217,15.95108756181766
187,2014-05-05,560000.0,3,2.5,1900,8744,2.0,0.0,0.0,3,8,98074,33,33,False,11.859832558757574,27.58849671018593
189,2014-12-05,585188.0,3,2.25,2230,10026,1.0,0.0,0.0,3,8,98052,45,45,True,7.013124141736753,26.9864625276771
190,2014-08-18,305000.0,3,1.75,1650,9480,1.0,0.0,0.0,3,7,98034,43,43,True,12.86889538656104,32.465129303063414
191,2014-11-05,166950.0,3,1.0,1190,8820,1.0,0.0,0.0,3,6,98058,61,61,False,16.580241161138648,9.066001679099042
192,2014-09-12,799000.0,3,2.5,2140,9897,1.0,0.0,0.0,4,8,98040,61,61,False,6.794242208128273,13.407978873605535
193,2014-06-25,400000.0,3,2.5,2180,7508,1.0,0.0,0.0,4,7,98133,58,58,True,16.956362204024966,35.32649714475869
194,2014-12-01,230000.0,3,1.0,1060,10228,1.0,0.0,0.0,3,7,98155,72,72,False,15.787982559875202,33.843826149768766
195,2014-05-15,256883.0,3,2.5,1690,5025,2.0,0.0,0.0,3,8,98023,17,17,False,36.69462286594437,18.721164837969464
196,2014-11-11,423000.0,4,2.0,1970,6480,1.5,0.0,0.0,5,7,98108,100,100,True,6.558559986168554,11.97714077554004
198,2015-01-13,440000.0,3,2.5,1910,66211,2.0,0.0,0.0,3,7,98024,23,23,False,23.13889737702879,31.173808532970114
199,2014-10-14,385000.0,3,1.75,1350,155073,1.0,0.0,0.0,4,7,98038,51,51,False,27.522732076606175,23.507857133181318
201,2014-11-12,297000.0,3,2.5,1940,14952,2.0,0.0,0.0,3,8,98042,26,26,False,25.99475164948013,12.615862190091557
202,2014-07-16,470000.0,3,1.0,1010,5000,1.0,0.0,0.0,3,7,98107,68,68,False,8.649622896284795,26.636203008967943
203,2014-08-04,226500.0,3,1.5,1300,7370,1.0,0.0,0.0,4,7,98023,44,44,True,34.050904505417925,16.495997502435753
204,2015-03-03,274250.0,3,1.0,910,8450,1.0,0.0,0.0,4,6,98059,58,58,False,14.97879902711771,11.478395175473896
205,2014-08-04,840000.0,4,1.75,2480,11010,1.0,0.0,0.0,4,9,98040,54,54,True,8.181394244040941,12.174885851204234
206,2014-09-19,677900.0,3,2.5,2440,4587,2.0,0.0,0.0,3,8,98052,10,10,False,12.573404096630233,32.511109151233995
207,2015-02-05,425000.0,3,1.0,1010,5864,1.0,0.0,0.0,3,7,98116,105,105,False,5.165191644585962,15.600457063136297
208,2014-11-23,180250.0,2,0.75,900,9600,1.0,0.0,0.0,3,6,98166,79,79,False,16.406031959622442,3.3735835330302915
209,2014-07-17,464000.0,6,3.0,2300,3404,2.0,0.0,0.0,3,7,98133,100,26,True,10.98226524484241,29.406789678356123
211,2014-07-17,625504.0,3,2.25,1270,1566,2.0,0.0,0.0,3,8,98105,6,6,True,7.373007860101664,24.61142263028337
212,2014-05-15,592500.0,4,2.5,2240,12032,1.0,0.0,0.0,3,9,98074,37,37,False,13.766848078274267,28.57023007519608
213,2015-01-14,465000.0,3,2.5,2714,17936,2.0,0.0,0.0,3,9,98001,15,15,False,32.48815490978975,14.039791628808553
214,2014-05-27,477000.0,4,2.75,1720,6270,2.0,0.0,0.0,3,8,98118,42,42,False,8.552685734954578,11.640629255890682
215,2015-01-15,280000.0,2,1.0,850,16400,1.0,0.0,0.0,3,6,98168,97,97,False,13.511565246780904,5.043925322379321
217,2014-07-03,445838.0,3,2.5,2250,5692,2.0,0.0,0.0,3,8,98146,20,20,False,11.02631272369649,9.686395219078584
218,2014-08-28,1070000.0,2,2.25,3900,14864,1.0,0.0,3.0,3,8,98144,73,73,True,3.962810812412948,16.116783535375163
219,2014-10-23,467000.0,2,1.5,1320,10800,1.0,0.0,0.0,4,8,98177,73,73,False,12.07084281249196,30.50558593250009
220,2014-08-22,686000.0,4,2.5,2760,6440,2.0,0.0,0.0,3,10,98075,21,21,False,13.423539452173006,25.889916271614247
221,2014-06-05,279950.0,3,2.0,1750,9750,1.0,0.0,0.0,3,7,98198,59,59,True,23.49512168230921,5.0652514884380135
222,2014-09-04,527000.0,4,2.25,2330,19436,2.0,0.0,0.0,3,8,98011,33,33,False,17.35994995126637,36.44904326882837
223,2014-09-18,325000.0,3,2.25,2220,16020,1.0,0.0,0.0,4,8,98030,54,54,True,26.096306472454646,9.8595096615685
224,2014-09-03,328000.0,3,2.25,2020,8379,2.0,0.0,0.0,3,7,98038,26,26,False,28.592257723502442,22.015347687879853
225,2014-06-04,390000.0,3,2.25,1250,7500,1.0,0.0,0.0,5,7,98146,78,78,False,11.00799231672618,9.331891546521597
228,2015-01-15,235000.0,3,1.0,1430,15246,1.0,0.0,0.0,4,7,98031,59,59,True,22.567013529090556,7.7121613804579265
229,2015-03-03,516500.0,3,2.5,1480,4729,2.0,0.0,0.0,3,7,98053,16,16,False,14.647397858083213,33.01163989841963
230,2015-04-13,655000.0,2,1.75,1450,15798,2.0,1.0,4.0,3,7,98166,105,42,True,17.844630490427278,5.553937004807569
231,2014-06-16,500000.0,4,2.75,2280,15347,1.0,0.0,0.0,5,7,98059,60,60,False,10.220165653515688,13.509170965818765
