,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,Age_of_House,Years_last_renovation,basement,distance_from_a_city,distance_from_airport
18,2014-05-14,385000.0,0.7323065330344629,-0.4691912930149472,-0.5012862293961218,-0.2466386828808565,1.0,0.0,0.0,4,7,98133,0.8209031194571839,0.8967393193265941,True,-0.501182831601,0.7575974622069127
19,2014-08-26,2000000.0,-0.40558607803110774,0.8885446317349237,1.1709458601749587,0.7409423718809416,1.0,0.0,4.0,3,9,98040,0.1041766350904316,0.17009071589491653,True,-0.6455863211455156,-1.0958200373438318
20,2014-07-03,285000.0,1.8701991441000336,0.549110650547456,0.25881926586346027,-0.21395618000308747,2.0,0.0,0.0,3,8,98092,-0.8173288448096785,-0.764171774231526,False,1.6378465609310036,-0.5433217447280259
21,2014-11-20,329000.0,-0.40558607803110774,0.20967666935998824,0.46931001839688297,-0.2090042856276679,2.0,0.0,0.0,4,8,98030,-0.4760305189207488,-0.418148629740251,False,1.1052255009081091,-0.9517380087735607
22,2014-11-03,233000.0,-0.40558607803110774,-0.1297573118274795,-0.39604085312941045,-0.25364561342207514,1.5,0.0,0.0,5,6,98002,1.0256821149905417,1.104353206021359,False,1.876696297030139,-0.5155480817261567
23,2014-06-26,937000.0,-0.40558607803110774,-0.4691912930149472,0.46931001839688297,-0.30331311400753325,2.0,0.0,0.0,3,8,98119,1.9130577623017588,2.004013381698674,True,-1.173250153270336,0.050722383899624614
24,2014-12-01,667000.0,-0.40558607803110774,-1.4874932365773503,-0.7585527047147496,-0.3307961277911118,1.5,0.0,0.0,5,8,98112,2.1178367578351165,2.211627268393439,False,-1.3400350907365968,-0.18261880611197745
25,2014-06-24,438000.0,-0.40558607803110774,-0.4691912930149472,-0.6182255363591345,-0.21197542225291965,1.0,0.0,0.0,3,7,98115,0.786773286868291,0.8621370048774666,True,-0.5584116429683132,0.6555593109505037
26,2015-03-02,719000.0,0.7323065330344629,0.549110650547456,0.6096371867524981,-0.19234116105438112,2.0,0.0,0.0,3,8,98052,-1.1586271706986082,-1.110194918722801,False,-0.2761412698586242,1.1429674863355401
27,2014-11-10,580500.0,-0.40558607803110774,0.549110650547456,0.31728891934496656,-0.27139815475795426,2.0,0.0,0.0,3,8,98027,-1.0903675055208222,-1.040990289824546,False,-0.28955581648227263,-0.12907898650907387
28,2014-12-01,280000.0,-1.5434786890966785,-0.8086252742024149,-1.004125249337076,-0.3386201209042747,3.0,0.0,0.0,3,7,98133,-1.1586271706986082,-1.110194918722801,False,-0.21164687854015146,1.0571659148916797
29,2014-06-24,687500.0,0.7323065330344629,-0.4691912930149472,0.3289828500412678,-0.24614349344331454,1.5,0.0,0.0,4,7,98117,1.4352401060572573,1.5195809794108892,True,-0.6932091695175764,0.5570614440756524
30,2014-11-10,535000.0,-0.40558607803110774,-1.4874932365773503,-1.1210645563000887,-0.29566243719751006,1.5,0.0,0.0,4,8,98117,1.4352401060572573,1.5195809794108892,False,-0.6063982095307828,0.642137934968442
31,2014-12-03,322500.0,0.7323065330344629,0.8885446317349237,0.013246721241133737,-0.20506752959920937,1.0,0.0,0.0,3,7,98058,-0.339511188565177,-0.279739371943741,True,0.5184184489425638,-1.1003003806670522
32,2014-06-13,696000.0,-0.40558607803110774,0.549110650547456,0.29390105795236404,-0.2941768688848842,1.5,0.0,0.0,3,8,98115,1.4011102734683643,-1.0063879753754186,True,-0.7035992014383042,0.5144762073637942
33,2014-05-28,550000.0,0.7323065330344629,-1.4874932365773503,-0.45451050661091674,0.4928772231442992,1.0,0.0,0.0,1,5,98052,1.2987207757016854,1.381171721614379,True,-0.7844844501731278,0.6010780834691887
34,2014-12-30,640000.0,0.7323065330344629,-0.1297573118274795,0.3640646421301716,-0.22138402156621678,2.0,0.0,0.0,4,8,98107,2.2884859207795816,2.384638840639077,False,-0.8367198348920707,0.411452041151935
35,2015-02-13,240000.0,0.7323065330344629,-1.4874932365773503,-0.9690434572481723,-0.17000811742123895,1.0,0.0,0.0,2,7,98001,0.07004680250153864,0.13548840144578903,True,1.5441413294207351,-0.9722121883086325
36,2014-06-20,605000.0,0.7323065330344629,0.549110650547456,0.6681068402340045,-0.182932561741084,2.0,0.0,0.0,3,8,98056,-0.8514586773985715,-0.7987740886806536,False,-0.6485117944942316,-0.8670470229298035
37,2014-08-11,775000.0,0.7323065330344629,0.20967666935998824,2.539135751642206,0.22889173399068297,1.0,0.0,0.0,3,8,98166,-0.44190068633185586,-0.3835463152911235,True,0.2715049475062392,-1.8892708066532147
38,2014-07-07,861990.0,1.8701991441000336,0.8885446317349237,1.8082650831233775,-0.2303221909138491,2.0,0.0,0.0,3,9,98053,-1.465795663998645,-1.4216157487649486,False,0.0662365413596327,1.3165489394447458
39,2014-10-28,685000.0,-0.40558607803110774,-1.4874932365773503,-0.5597558828776281,-0.3134892569490204,2.0,0.0,0.0,3,7,98119,1.674148934179508,1.7617971805547816,False,-1.1318541166601979,0.08751641425051672
40,2014-07-29,309000.0,-0.40558607803110774,-1.4874932365773503,-0.8988798730703647,-0.1308633923835474,1.0,0.0,0.0,4,6,98058,0.4113451283904683,0.4815115459370641,True,0.2669458717943506,-1.2540807159913034
41,2014-07-18,488000.0,-0.40558607803110774,0.549110650547456,1.2995790978342725,-0.033137756884642565,2.0,0.0,0.0,3,8,98019,-1.0903675055208222,-1.040990289824546,False,0.7029392899899438,2.045180006082065
42,2015-03-25,210490.0,-0.40558607803110774,-1.4874932365773503,-1.2380038632631014,-0.15879207666091366,1.0,0.0,0.0,3,6,98023,0.17243630026821752,0.23929534479317155,False,1.838228063736981,-0.5742726372715911
43,2014-07-16,785000.0,0.7323065330344629,0.549110650547456,0.2822071272560628,-0.037767778125659845,2.0,0.0,0.0,4,9,98007,-0.339511188565177,-0.279739371943741,False,-1.1753422059111047,0.09873551237267963
44,2015-04-28,450000.0,-0.40558607803110774,-0.4691912930149472,-0.9339616651592685,-0.2223001220256694,1.0,0.0,0.0,4,7,98115,0.6161241239238261,0.6891254326318291,False,-0.7192506286422417,0.47798217553295
45,2015-03-11,1350000.0,-0.40558607803110774,0.549110650547456,0.8236361184948112,1.239548616541936,1.0,1.0,2.0,5,9,98070,0.6161241239238261,0.6891254326318291,True,0.8929135268957324,-0.9927979240704466
46,2014-09-16,228000.0,-0.40558607803110774,-1.4874932365773503,-1.004125249337076,-0.14217847103138107,1.0,0.0,0.0,3,7,98148,0.5478644587460402,0.619920803733574,False,0.4878794326651923,-1.9843000705189815
47,2015-02-17,345000.0,1.8701991441000336,0.549110650547456,1.2878851671379714,-0.14378783670339243,1.0,0.0,0.0,4,8,98056,0.17243630026821752,0.23929534479317155,True,-0.24593397837349334,-1.1938718296582942
48,2014-12-31,600000.0,-0.40558607803110774,-0.4691912930149472,-0.7468587740184482,-0.2689222075702445,1.0,0.0,0.0,4,7,98117,0.718513621690505,0.7929323759792116,True,-0.6665655615639052,0.5658093383759767
49,2015-02-05,585000.0,-1.5434786890966785,-0.4691912930149472,-0.08030472432927636,-0.15824736827961752,1.0,0.0,0.0,3,7,98117,-0.339511188565177,-0.279739371943741,True,-0.5109519736852608,0.7466883719384277
50,2015-03-03,920000.0,1.8701991441000336,0.20967666935998824,0.7967400778933184,-0.22138402156621678,1.5,0.0,0.0,3,8,98105,1.5034997712350433,1.588785608309144,True,-0.8771386643127594,0.22384861778879733
51,2014-08-19,292500.0,0.7323065330344629,0.549110650547456,0.23543140447085772,-0.2586470267412489,2.0,0.0,0.0,3,7,98042,-1.261016668465287,-1.2140018620701836,False,1.2598596522708694,-0.5295158405348317
52,2015-04-07,301000.0,-0.40558607803110774,0.549110650547456,0.4342282263079792,-0.252333361412589,2.0,0.0,0.0,3,8,98042,-1.0903675055208222,-1.040990289824546,False,1.2462824245229935,-0.5825267940646974
53,2014-08-27,951000.0,1.8701991441000336,1.5674125941098591,1.4048244741009839,-0.014840507167467328,2.0,0.0,4.0,4,8,98008,0.1041766350904316,0.17009071589491653,False,-0.8753903378620305,-0.038099713457535676
54,2015-02-23,430000.0,0.7323065330344629,1.2279786129223915,-0.23232582338119276,-0.12294036138287612,2.0,0.0,0.0,3,8,98059,-0.6808095144541066,-0.625762516435016,False,-0.32584531891477697,-0.8533723788565397
55,2014-08-28,289000.0,-0.40558607803110774,-0.4691912930149472,-0.9222677344629673,-0.16196128906118218,1.0,0.0,0.0,3,7,98148,0.5819942913349331,0.6545231181827016,False,0.3638619106962422,-1.9711491791438915
56,2014-12-07,549000.0,-0.40558607803110774,-0.4691912930149472,-0.5948376749665318,-0.34409196418911325,3.0,0.0,0.0,3,8,98115,-1.465795663998645,-1.4216157487649486,False,-0.7862517032753585,0.44602929731860264
57,2014-06-03,425000.0,-0.40558607803110774,0.20967666935998824,-0.45451050661091674,-0.22138402156621678,1.0,0.0,0.0,3,7,98122,-0.27125152338739106,-0.210534743045486,True,-1.2737373336652213,-0.3090165735975221
58,2014-11-20,317625.0,-0.40558607803110774,0.8885446317349237,0.8435158006785234,-0.275632024448938,1.5,0.0,0.0,5,7,98144,1.5717594364128291,1.6579902372073991,True,-1.1223341870808647,-0.731156247932134
59,2014-10-09,287000.0,0.7323065330344629,0.549110650547456,0.22373747377455647,-0.254858827544053,2.0,0.0,0.0,3,7,98001,-1.1586271706986082,-1.110194918722801,False,1.5324697095324173,-0.9753141286325487
60,2014-08-25,204000.0,-0.40558607803110774,-1.4874932365773503,-1.2263099325668,-0.07109402727223342,1.0,0.0,0.0,4,7,98042,0.1041766350904316,0.17009071589491653,False,1.3130006495256539,-0.4774640614410571
61,2014-06-12,1330000.0,1.8701991441000336,0.20967666935998824,1.3463548206194775,0.1291605812697332,1.0,0.0,0.0,3,8,98004,0.2065661328571105,0.27389765924229903,True,-1.316538485486635,0.012833375978479462
62,2014-09-12,1040000.0,1.8701991441000336,1.5674125941098591,3.182301939938776,0.8703601313825314,1.0,0.0,0.0,4,11,98005,-0.06647252785403324,-0.002920856350720975,True,-1.0000165209862966,0.4057854671216142
63,2015-01-05,325000.0,-0.40558607803110774,-0.1297573118274795,-0.9222677344629673,-0.23099069665453073,1.0,0.0,0.0,4,7,98034,-0.03234269526514027,0.03168145809840653,False,-0.13986281011267224,1.2626287778926577
64,2014-06-10,571000.0,0.7323065330344629,-0.1297573118274795,0.8201279392859209,-0.17664365588430114,1.5,0.0,0.0,5,7,98125,1.8789279297128658,1.9694110672495466,True,-0.28783594087045306,0.9088652251837204
65,2014-07-10,360000.0,0.7323065330344629,0.549110650547456,0.3874525035227741,-0.24614349344331454,2.0,0.0,0.0,3,8,98038,-1.1586271706986082,-1.110194918722801,False,1.5104082922749638,0.03857180967657021
66,2015-03-16,349000.0,-0.40558607803110774,-0.4691912930149472,-0.30248940755900033,0.881130501649069,1.0,0.0,0.0,5,7,98042,0.2065661328571105,0.27389765924229903,True,1.5103562370959966,-0.16487570371418844
67,2014-11-05,832500.0,0.7323065330344629,2.5857145376722626,1.6153152266344066,0.49916612900108204,2.0,0.0,0.0,4,10,98075,-0.5101603515096418,-0.4527509441893785,True,0.08703516565343922,0.6820610438758787
68,2014-10-13,380000.0,0.7323065330344629,-0.4691912930149472,-0.3375711996479041,-0.1891967081259897,1.0,0.0,0.0,3,7,98008,0.5137346261571472,0.5853184892844465,True,-0.9860475124519331,0.056149402727012104
69,2015-04-20,480000.0,-0.40558607803110774,-1.4874932365773503,-1.179534209781595,-0.24465792513068868,1.0,0.0,0.0,3,7,98116,1.0256821149905417,1.104353206021359,False,-0.8952993817027525,-0.6835501362229761
70,2014-06-09,410000.0,-0.40558607803110774,-1.4874932365773503,-0.7468587740184482,-0.24465792513068868,1.0,0.0,0.0,4,7,98133,0.5137346261571472,0.5853184892844465,True,-0.44746738257227514,0.8118765009178184
71,2015-03-23,720000.0,0.7323065330344629,0.549110650547456,1.6387030880270093,0.6125892696700669,2.0,0.0,0.0,3,10,98010,-1.0562376729319292,-1.0063879753754186,False,1.7378861710434792,0.2127581686309147
72,2014-12-02,390000.0,-0.40558607803110774,0.549110650547456,0.35237071143387033,-0.24366754625560477,2.0,0.0,0.0,3,8,98038,-1.0903675055208222,-1.040990289824546,False,1.6993839417294723,0.28350205931065714
73,2014-12-22,360000.0,0.7323065330344629,0.549110650547456,-0.17385616989968647,-0.22413232294457464,2.0,0.0,0.0,3,7,98038,-0.7149393470429996,-0.6603648308841435,False,1.6473344363677627,0.13350774027993162
74,2014-10-28,355000.0,-1.5434786890966785,-1.4874932365773503,-0.03352900154407131,-0.2035572018147064,1.0,0.0,0.0,3,7,98118,0.786773286868291,0.8621370048774666,True,-0.8054468851468037,-1.04309415181222
75,2015-01-28,356000.0,-0.40558607803110774,-0.8086252742024149,-0.4311226452183142,-0.15423633383552768,1.0,0.0,0.0,3,8,98059,0.24069596544600347,0.30849997369142657,False,-0.058413454549936995,-0.9770934763564302
76,2014-06-02,315000.0,-0.40558607803110774,-1.4874932365773503,-1.2730856553520051,-0.2056865163961368,1.0,0.0,0.0,3,6,98125,0.650253956512719,0.7237277470809566,False,-0.21946991900760768,1.0181131431267811
77,2014-11-14,940000.0,-0.40558607803110774,-0.8086252742024149,0.10679816681154383,-0.2808067540712514,2.0,0.0,0.0,3,9,98119,1.5717594364128291,1.6579902372073991,True,-1.198526461525238,0.003601795162390267
78,2014-11-03,305000.0,1.8701991441000336,0.20967666935998824,0.7148825630192095,-0.16196128906118218,1.5,0.0,0.0,5,7,98092,0.34308546321268235,0.41230691703880906,False,2.031741854461953,-0.2759186242188394
79,2014-05-19,215000.0,-1.5434786890966785,0.20967666935998824,-0.5129801600924231,-0.3194315301995239,2.0,0.0,0.0,4,7,98056,-0.27125152338739106,-0.210534743045486,False,-0.5246075752435225,-1.0431000798874293
80,2014-09-04,335000.0,-1.5434786890966785,-0.4691912930149472,-1.1912281404778962,-0.3435472558078171,2.0,0.0,0.0,3,7,98136,-1.1927570032875012,-1.1447972331719285,True,-0.6988415086642993,-0.9536500862654157
81,2014-05-22,243500.0,0.7323065330344629,0.549110650547456,-0.08030472432927636,-0.18664648252264865,2.0,0.0,0.0,3,7,98023,-0.5784200166874277,-0.5219555730876335,False,2.028482879300927,-0.38659203801214304
82,2015-03-11,1100000.0,1.8701991441000336,0.8885446317349237,1.720560602901118,-0.2126439279936013,2.0,0.0,0.0,4,10,98199,-1.0221078403430364,-0.971785660926291,False,-0.9260292133339616,0.24284771240986594
83,2015-02-26,153000.0,-0.40558607803110774,-1.4874932365773503,-0.9924313186407748,-0.1099663981192769,1.0,0.0,0.0,3,7,98023,0.3089556306237894,0.3777046025896815,False,1.656178790690064,-0.7900588372559881
84,2014-07-25,430000.0,-0.40558607803110774,-0.8086252742024149,-0.5480619521813268,-0.24614349344331454,1.0,0.0,0.0,3,8,98117,1.0939417801683275,1.173557834919614,True,-0.596613270157281,0.6389363024975073
85,2014-12-23,700000.0,-0.40558607803110774,-0.8086252742024149,-0.5480619521813268,-0.24614349344331454,1.0,0.0,0.0,3,8,98117,1.0939417801683275,1.173557834919614,True,-0.596613270157281,0.6389363024975073
86,2014-09-08,905000.0,0.7323065330344629,0.549110650547456,1.4632941275824902,-0.11615626608855134,1.0,0.0,0.0,3,7,98040,0.8550329520460769,-0.625762516435016,True,-1.1162530416387177,-0.5360558916669819
87,2015-03-30,247500.0,-0.40558607803110774,-0.4691912930149472,-0.10369258572187888,0.018312425675966564,1.0,0.0,0.0,3,7,98032,0.13830646767932456,0.20469303034404404,False,1.2876937407063342,-1.2338952222089474
88,2014-09-12,199000.0,0.7323065330344629,-0.8086252742024149,-1.0392070414259797,-0.2114802328153777,1.0,0.0,0.0,4,7,98023,-0.13473219303181916,-0.07212548524897598,False,1.8765295675700995,-0.5233531569621619
89,2014-07-11,314000.0,-0.40558607803110774,-0.4691912930149472,-0.2791015461663978,0.6650050716338828,1.0,0.0,0.0,5,7,98038,-0.305381355976284,-0.24513705749461348,True,1.340670841590866,0.4632327306432223
90,2014-05-16,437500.0,-0.40558607803110774,0.549110650547456,0.31728891934496656,0.5423714074266176,2.0,0.0,2.0,3,9,98045,-0.7149393470429996,-0.6603648308841435,False,2.3972063144126414,2.3600904001171665
91,2014-06-11,850830.0,-0.40558607803110774,0.549110650547456,0.024940651937435,-0.04210068570415196,1.5,0.0,0.0,5,9,98102,2.0837069252462235,2.177024953944312,True,-1.1589155768805386,0.041136671189563524
92,2014-10-27,555000.0,-0.40558607803110774,-0.1297573118274795,-0.08030472432927636,-0.2838274096402573,1.5,0.0,0.0,4,7,98117,1.4352401060572573,1.5195809794108892,True,-0.7351415883554547,0.5087177578901221
93,2014-12-12,699950.0,-0.40558607803110774,0.20967666935998824,0.16526782029305015,2.2940050048437755,2.0,0.0,0.0,4,8,98077,-0.4077708537429629,-0.348944000841996,False,0.4815749252718841,1.9281466657671127
94,2014-10-07,1090000.0,-0.40558607803110774,0.549110650547456,1.0189247611230423,-0.16906725748990925,2.0,0.0,0.0,3,8,98004,0.718513621690505,-1.2832064909684386,False,-1.2376176350807297,-0.4537148257154856
95,2014-09-24,290000.0,-0.40558607803110774,-1.4874932365773503,-0.9807373879444735,0.4698756737704754,1.0,0.0,0.0,3,7,98058,0.5819942913349331,0.6545231181827016,False,0.38447743487196967,-1.3231544084803133
96,2014-05-23,460000.0,-0.40558607803110774,-1.4874932365773503,-0.4428165759146155,-0.2707791679610268,1.5,0.0,0.0,4,7,98117,1.0939417801683275,1.173557834919614,True,-0.6053814858361102,0.637684782767417
97,2014-07-23,188500.0,-1.5434786890966785,-0.4691912930149472,-0.9456555958555698,-0.30821548943919863,1.0,0.0,0.0,4,8,98198,-0.4760305189207488,-0.418148629740251,False,0.9883431875811155,-1.508273196511625
98,2015-03-05,680000.0,0.7323065330344629,0.549110650547456,1.27619123644167,0.3242404601893864,2.0,0.0,0.0,4,10,98077,-0.6808095144541066,-0.625762516435016,False,0.057450312203364835,1.4785668516826884
99,2014-08-27,470000.0,1.8701991441000336,-0.4691912930149472,-0.02183507084777005,-0.06435945092166284,2.0,0.0,0.0,4,7,98052,0.9915522824016487,1.0697508915722316,False,-0.7859467268008575,0.48911737035710356
100,2014-07-25,597750.0,0.7323065330344629,0.549110650547456,0.3055949886486653,-0.13165569548361453,2.0,0.0,0.0,3,8,98027,-0.44190068633185586,-0.3835463152911235,False,-0.18348356313284842,-0.017824208932157963
101,2015-03-04,570000.0,-0.40558607803110774,-0.4691912930149472,-0.9222677344629673,-0.287541330421822,1.0,0.0,0.0,5,6,98103,2.2543560881906886,2.350036526189949,True,-0.7229403597511852,0.5336276330035349
102,2014-09-16,272500.0,-0.40558607803110774,-0.4691912930149472,-0.5948376749665318,-0.057971507177371616,1.0,0.0,0.0,4,7,98038,-0.305381355976284,-0.24513705749461348,False,1.5097275153335263,0.06650832141509108
103,2014-11-24,329950.0,-0.40558607803110774,-0.4691912930149472,0.036634582633736264,-0.22215156519440682,1.0,0.0,2.0,3,7,98108,0.0017871373237526975,0.06628377254753404,True,-0.8183495059950275,-1.0448462533235336
104,2014-10-28,480000.0,0.7323065330344629,0.549110650547456,1.3814366127083815,0.030444566895744464,2.0,0.0,0.0,3,9,98001,-1.0221078403430364,-0.971785660926291,True,1.7462244696831455,-0.7502490219082331
105,2014-11-21,740500.0,-0.40558607803110774,1.906846575297327,2.7262386427830267,-0.21271820640923259,2.0,0.0,0.0,3,8,98117,2.425005251135153,2.5230480984355865,False,-0.5215183372359282,0.7362533482811704
106,2014-06-26,518500.0,-0.40558607803110774,1.906846575297327,-0.5363680214850256,-0.3426559148202416,3.0,0.0,0.0,3,8,98103,-1.329276333643073,-1.2832064909684386,False,-0.723574520328246,0.5327507310237865
107,2014-06-23,205425.0,-1.5434786890966785,-1.4874932365773503,-1.3666371009224152,-0.20207163350208054,1.0,0.0,0.0,4,6,98178,0.8891627846349698,0.9659439482248491,False,-0.2819757933128545,-1.460887658068272
108,2015-05-11,535000.0,0.7323065330344629,-1.4874932365773503,-0.5129801600924231,-0.2961081076912978,1.5,0.0,0.0,4,7,98144,1.5717594364128291,1.6579902372073991,False,-1.1738197851450582,-0.5884020969828978
109,2015-01-02,660000.0,-0.40558607803110774,0.549110650547456,0.4108403649153767,-0.20964803189647246,1.0,0.0,2.0,3,8,98177,0.24069596544600347,0.30849997369142657,True,0.3288416117300633,1.6085330831800357
110,2014-11-19,391500.0,-0.40558607803110774,-0.1297573118274795,-0.7000830512332432,-0.14383735564714661,1.0,0.0,0.0,3,7,98034,-0.5442901840985348,-0.48735325863850604,False,-0.21891200778085462,1.0973378342688798
111,2015-04-06,395000.0,-1.5434786890966785,-1.4874932365773503,-1.495270338581729,-0.22138402156621678,1.0,0.0,0.0,3,6,98117,0.6161241239238261,0.6891254326318291,False,-0.5085164519353691,0.75149641473907
112,2014-06-18,770000.0,-0.40558607803110774,0.20967666935998824,1.007230830426741,-0.11729520179489783,2.0,0.0,0.0,3,9,98052,-0.6466796818652136,-0.5911602019858885,False,-0.3810122525997319,1.0066142975790373
113,2015-03-02,1450000.0,0.7323065330344629,0.8885446317349237,0.8201279392859209,0.07050539239288862,1.5,0.0,0.0,3,8,98004,1.9471875948906519,-0.6603648308841435,True,-1.4701446616614577,-0.15689523921428988
114,2014-07-17,260000.0,0.7323065330344629,0.20967666935998824,0.13018602820414635,-0.151785146119695,1.0,0.0,0.0,3,8,98023,-0.23712169079849807,-0.1759324285963585,True,1.7824744063409839,-0.5867539672458926
115,2014-06-13,822500.0,1.8701991441000336,1.906846575297327,0.31728891934496656,-0.24713387231839845,2.0,0.0,0.0,5,7,98103,1.537629603823936,1.6233879227582717,True,-0.7865080655889367,0.4683633694517779
116,2015-04-06,430000.0,0.7323065330344629,0.549110650547456,0.024940651937435,-0.263227529038512,2.0,0.0,0.0,3,7,98065,-1.1244973381097152,-1.0755926042736736,False,1.2402814189153795,1.4196039419967421
117,2015-01-05,212000.0,-0.40558607803110774,-0.4691912930149472,-1.1561463483889924,-0.17496001179665852,1.0,0.0,0.0,4,7,98092,-0.5101603515096418,-0.4527509441893785,False,2.215452838994248,0.013296709130964812
118,2015-04-28,660500.0,0.7323065330344629,0.20967666935998824,-0.045222932240372576,-0.1321756443930336,1.0,0.0,0.0,3,8,98027,-0.5101603515096418,-0.4527509441893785,True,-0.1606332227909455,-0.04858953119993367
119,2014-06-12,784000.0,-0.40558607803110774,1.906846575297327,2.2233996228420723,2.380291764335461,1.5,0.0,0.0,3,9,98052,-0.6125498492763207,-0.556557887536761,True,-0.186293233454001,1.1812842371634809
120,2014-05-12,453246.0,-0.40558607803110774,0.549110650547456,-0.045222932240372576,-0.31331594064588075,2.0,0.0,0.0,3,8,98029,-1.465795663998645,-1.4216157487649486,True,0.10902047233856624,0.43032810681129086
121,2015-01-26,675000.0,0.7323065330344629,1.906846575297327,0.10679816681154383,-0.3135387758927746,3.0,0.0,0.0,3,9,98107,-1.1586271706986082,-1.110194918722801,False,-0.7549316285443419,0.4756889536814824
122,2014-08-13,199000.0,-0.40558607803110774,-0.4691912930149472,-0.8521041502851596,0.06062636311392663,1.0,0.0,0.0,4,7,98003,0.5137346261571472,0.5853184892844465,False,1.6262201632531044,-0.8839573654115084
123,2014-08-05,220000.0,0.7323065330344629,-0.4691912930149472,-0.03352900154407131,-0.17582659331235692,1.0,0.0,0.0,3,7,98003,0.1041766350904316,0.17009071589491653,True,1.5658536116900788,-0.9444528230886149
124,2014-05-29,452000.0,0.7323065330344629,0.20967666935998824,0.6330250481451006,-0.12229661511407158,1.0,0.0,0.0,4,8,98028,0.1041766350904316,0.17009071589491653,True,0.2861287217390932,1.517616378222741
